job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred,min_salary,max_salary,avg_salary,city,state
115,Martin-Hernandez,Tech,quant researcher,"AWS, Python, GCP, R, C++, FastAPI",Senior,Remote,"North Patrick, KE",118046-186961,2025-06-17,Startup,"Scikit-learn, TensorFlow",118046.0,186961.0,152503.5,North Patrick,KE
116,Price-Dean,Education,nlp engineer,"NumPy, LangChain, Excel, Keras",Entry,Full-time,"Dennistown, IQ",143236-210339,2024-03-17,Large,MLflow,143236.0,210339.0,176787.5,Dennistown,IQ
117,Ruiz Inc,Automotive,data analyst,"NumPy, Scikit-learn, Keras, TensorFlow, Hugging Face, Excel",Entry,Contract,"Rodriguezfurt, LI",70478-154317,2025-05-07,Large,"LangChain, KDB+",70478.0,154317.0,112397.5,Rodriguezfurt,LI
118,"Hudson, Burton and Campbell",E-commerce,data analyst,"TensorFlow, R, Hugging Face",Mid,Internship,"Sullivanburgh, BJ",69403-123368,2024-04-05,Startup,Scikit-learn,69403.0,123368.0,96385.5,Sullivanburgh,BJ
119,Roberson Inc,Automotive,nlp engineer,"Python, Power BI, Pandas, MLflow, Keras, Scikit-learn",Mid,Contract,"New Justin, ZW",143437-196807,2024-01-01,Mid,"MLflow, PyTorch, FastAPI",143437.0,196807.0,170122.0,New Justin,ZW
120,Gutierrez PLC,Retail,nlp engineer,"PyTorch, GCP, NumPy, Python, Pandas, Keras",Entry,Contract,"West Fredside, PW",59290-84926,2025-08-10,Mid,"TensorFlow, KDB+, BigQuery",59290.0,84926.0,72108.0,West Fredside,PW
121,"King, Chambers and Brown",Retail,ai researcher,"SQL, Excel, Python",Mid,Remote,"Eriktown, GT",124112-141184,2024-10-08,Mid,"Scikit-learn, MLflow",124112.0,141184.0,132648.0,Eriktown,GT
122,Shannon LLC,Finance,ai researcher,"GCP, Keras, Azure, SQL, Scikit-learn, NumPy",Entry,Contract,"Port Robert, TR",93411-137526,2024-07-10,Large,BigQuery,93411.0,137526.0,115468.5,Port Robert,TR
123,Thompson-Norris,Finance,computer vision engineer,"Azure, TensorFlow, PyTorch, AWS, Flask",Senior,Contract,"Davidfort, CU",98592-132404,2024-10-08,Startup,"KDB+, MLflow",98592.0,132404.0,115498.0,Davidfort,CU
124,Davis and Sons,E-commerce,quant researcher,"Hugging Face, Power BI, SQL, FastAPI, C++, Reinforcement Learning",Mid,Internship,"Carrollland, SE",109693-136678,2023-10-31,Large,KDB+,109693.0,136678.0,123185.5,Carrollland,SE
125,"Reed, Garcia and French",E-commerce,nlp engineer,"Keras, CUDA, TensorFlow",Mid,Full-time,"West Richardborough, BE",128381-173902,2025-08-03,Startup,"BigQuery, TensorFlow",128381.0,173902.0,151141.5,West Richardborough,BE
126,Anderson-Cruz,Tech,computer vision engineer,"SQL, AWS, Power BI",Mid,Remote,"Jasonshire, TH",114132-129565,2025-04-07,Large,PyTorch,114132.0,129565.0,121848.5,Jasonshire,TH
127,King PLC,Finance,quant researcher,"NumPy, CUDA, Scikit-learn, Keras, Excel, Pandas",Mid,Contract,"East Sheriton, SV",117985-188287,2024-03-10,Large,Scikit-learn,117985.0,188287.0,153136.0,East Sheriton,SV
128,Baker-Gomez,Finance,ai product manager,"NumPy, PyTorch, FastAPI, CUDA, Azure",Entry,Remote,"Sarahview, SE",98649-172840,2024-11-22,Large,"LangChain, KDB+",98649.0,172840.0,135744.5,Sarahview,SE
129,"Patterson, Bruce and Herring",Retail,nlp engineer,"Keras, Pandas, MLflow, Scikit-learn",Mid,Remote,"Davechester, LR",132259-223631,2024-12-31,Mid,"PyTorch, KDB+, LangChain",132259.0,223631.0,177945.0,Davechester,LR
130,Jackson Inc,Education,data analyst,"MLflow, NumPy, Scikit-learn, Azure, Keras",Senior,Internship,"Allenton, UG",92116-122876,2025-03-11,Startup,Scikit-learn,92116.0,122876.0,107496.0,Allenton,UG
131,"Thompson, Lewis and Gonzalez",E-commerce,nlp engineer,"AWS, Hugging Face, Python, Reinforcement Learning, Scikit-learn, LangChain",Entry,Internship,"Westland, KM",111421-135658,2024-09-23,Large,BigQuery,111421.0,135658.0,123539.5,Westland,KM
132,Mclean Inc,Healthcare,nlp engineer,"Keras, Pandas, TensorFlow, CUDA",Mid,Remote,"Shermanshire, MM",64185-77841,2025-02-09,Large,"KDB+, FastAPI",64185.0,77841.0,71013.0,Shermanshire,MM
133,Moore Inc,Automotive,ai researcher,"Power BI, CUDA, Scikit-learn",Senior,Contract,"Jamesborough, GB",114287-213324,2025-04-23,Mid,"BigQuery, LangChain, FastAPI",114287.0,213324.0,163805.5,Jamesborough,GB
134,Flores-Dalton,Automotive,ai researcher,"CUDA, Reinforcement Learning, TensorFlow, Power BI, FastAPI, LangChain",Senior,Internship,"East Edward, MV",67967-136114,2025-09-01,Mid,TensorFlow,67967.0,136114.0,102040.5,East Edward,MV
135,Nguyen and Sons,Healthcare,data analyst,"C++, MLflow, TensorFlow, NumPy, Excel, R",Entry,Full-time,"Youngborough, CF",119699-195649,2024-02-29,Mid,"PyTorch, FastAPI",119699.0,195649.0,157674.0,Youngborough,CF
136,Russell Inc,Finance,nlp engineer,"Excel, CUDA, GCP, Scikit-learn, Python",Senior,Remote,"Morrowview, RS",105893-197119,2024-12-30,Mid,PyTorch,105893.0,197119.0,151506.0,Morrowview,RS
137,Castillo and Sons,Education,computer vision engineer,"NumPy, MLflow, R, C++",Mid,Full-time,"North Sheilamouth, JP",144509-185639,2024-09-02,Mid,"FastAPI, PyTorch, TensorFlow",144509.0,185639.0,165074.0,North Sheilamouth,JP
138,Price PLC,Finance,ai product manager,"AWS, GCP, R, Power BI",Senior,Contract,"Randallside, CZ",125979-196585,2024-03-05,Startup,"BigQuery, Scikit-learn",125979.0,196585.0,161282.0,Randallside,CZ
139,"Payne, Vasquez and Arnold",Healthcare,ai product manager,"Azure, Hugging Face, C++, Scikit-learn, Flask, Pandas",Mid,Full-time,"Danielfurt, GW",96804-161412,2024-01-14,Large,"LangChain, PyTorch, MLflow",96804.0,161412.0,129108.0,Danielfurt,GW
140,Roth LLC,Retail,data analyst,"SQL, AWS, Pandas, PyTorch, LangChain, C++",Senior,Contract,"Royville, BG",145387-192153,2025-08-26,Startup,BigQuery,145387.0,192153.0,168770.0,Royville,BG
141,Bryant and Sons,Automotive,quant researcher,"AWS, Pandas, NumPy, LangChain, GCP, Flask",Entry,Contract,"Port Allisonfurt, SN",44646-126597,2025-06-07,Large,"Scikit-learn, TensorFlow",44646.0,126597.0,85621.5,Port Allisonfurt,SN
142,"Morris, Williams and Campbell",Healthcare,ml engineer,"C++, PyTorch, NumPy, LangChain, AWS, Keras",Mid,Remote,"South Heatherside, KZ",61799-124735,2024-05-14,Startup,TensorFlow,61799.0,124735.0,93267.0,South Heatherside,KZ
143,Perez Ltd,Healthcare,ai product manager,"MLflow, LangChain, Power BI, Scikit-learn, Pandas",Entry,Remote,"West Susan, NG",142495-193478,2025-04-04,Large,"FastAPI, KDB+",142495.0,193478.0,167986.5,West Susan,NG
144,Smith-Hernandez,Education,data scientist,"NumPy, TensorFlow, GCP, LangChain",Mid,Contract,"Shelbyberg, AO",52111-123116,2024-01-05,Startup,"Scikit-learn, KDB+",52111.0,123116.0,87613.5,Shelbyberg,AO
145,"Barber, Green and Fernandez",Retail,data analyst,"Scikit-learn, PyTorch, Python, GCP",Entry,Contract,"Ryanberg, MD",68548-93154,2024-07-30,Mid,"MLflow, KDB+",68548.0,93154.0,80851.0,Ryanberg,MD
146,"Baker, Nichols and Chen",Education,ml engineer,"LangChain, Keras, Hugging Face, Scikit-learn, Reinforcement Learning",Entry,Contract,"West Carloston, CO",82795-123262,2025-03-10,Large,"BigQuery, MLflow, Scikit-learn",82795.0,123262.0,103028.5,West Carloston,CO
147,Crawford-Cooper,E-commerce,ai researcher,"FastAPI, Python, Pandas, Azure",Entry,Internship,"Calderonfurt, KN",94239-122634,2025-08-17,Mid,BigQuery,94239.0,122634.0,108436.5,Calderonfurt,KN
148,"Manning, Hernandez and Serrano",Retail,nlp engineer,"Power BI, Flask, GCP, CUDA",Mid,Remote,"New Crystalport, BF",64790-95818,2023-12-19,Large,FastAPI,64790.0,95818.0,80304.0,New Crystalport,BF
149,Sanchez and Sons,E-commerce,data analyst,"PyTorch, AWS, SQL",Senior,Remote,"North Melissa, NL",133389-145372,2025-09-17,Startup,"PyTorch, Scikit-learn",133389.0,145372.0,139380.5,North Melissa,NL
150,Gomez-Mosley,Automotive,computer vision engineer,"CUDA, Python, Keras, SQL",Senior,Internship,"East James, CR",112241-126511,2024-12-28,Mid,KDB+,112241.0,126511.0,119376.0,East James,CR
151,"Knox, Kirby and Rogers",Education,ai researcher,"NumPy, AWS, Azure, TensorFlow, CUDA",Mid,Remote,"Cynthiamouth, SC",66955-108050,2024-03-08,Startup,"FastAPI, TensorFlow, LangChain",66955.0,108050.0,87502.5,Cynthiamouth,SC
152,Johnson-Hansen,E-commerce,ml engineer,"Python, Keras, PyTorch",Mid,Internship,"New Christopher, KG",84480-167599,2024-03-21,Mid,Scikit-learn,84480.0,167599.0,126039.5,New Christopher,KG
153,Allen-Carr,Finance,ai product manager,"TensorFlow, FastAPI, AWS",Mid,Contract,"West Jamesborough, BT",74795-159585,2023-12-14,Mid,Scikit-learn,74795.0,159585.0,117190.0,West Jamesborough,BT
154,Carroll-Peterson,Education,ai researcher,"CUDA, MLflow, LangChain",Mid,Internship,"Lake Amanda, PG",128089-227314,2024-07-27,Startup,"TensorFlow, FastAPI, PyTorch",128089.0,227314.0,177701.5,Lake Amanda,PG
155,Castillo and Sons,Healthcare,nlp engineer,"Flask, GCP, Azure, Reinforcement Learning, PyTorch",Mid,Contract,"New Monicaborough, KH",59563-117049,2024-06-04,Mid,"MLflow, PyTorch, KDB+",59563.0,117049.0,88306.0,New Monicaborough,KH
156,Dixon-Fields,Automotive,data analyst,"PyTorch, Power BI, TensorFlow, Keras",Senior,Remote,"New Christinastad, GY",124014-215657,2024-11-23,Startup,"BigQuery, KDB+",124014.0,215657.0,169835.5,New Christinastad,GY
157,Ashley-Espinoza,Education,computer vision engineer,"Python, LangChain, Hugging Face, Excel, Flask, Reinforcement Learning",Senior,Internship,"Elizabethchester, KZ",82670-112083,2025-06-23,Startup,"TensorFlow, MLflow",82670.0,112083.0,97376.5,Elizabethchester,KZ
158,"Scott, Nelson and Cooke",Education,nlp engineer,"Flask, Keras, Hugging Face, Azure, C++, SQL",Senior,Remote,"Hayesberg, AG",99523-190227,2025-01-02,Mid,"MLflow, Scikit-learn, FastAPI",99523.0,190227.0,144875.0,Hayesberg,AG
159,Wright-Pennington,Finance,quant researcher,"R, NumPy, Keras, TensorFlow, Python, GCP",Mid,Contract,"Bentonland, BG",63560-115745,2025-09-14,Large,"Scikit-learn, KDB+, BigQuery",63560.0,115745.0,89652.5,Bentonland,BG
160,Garcia-Martinez,Education,data analyst,"Power BI, Flask, LangChain, Excel, MLflow",Mid,Contract,"Michaeltown, UY",96246-127172,2025-03-16,Large,"Scikit-learn, BigQuery, KDB+",96246.0,127172.0,111709.0,Michaeltown,UY
161,Ryan-Ward,Education,quant researcher,"FastAPI, Azure, Power BI, CUDA, Flask",Mid,Internship,"Hernandezfurt, MX",133411-230008,2024-02-05,Mid,"KDB+, BigQuery",133411.0,230008.0,181709.5,Hernandezfurt,MX
162,"Ross, Torres and Griffith",Healthcare,nlp engineer,"MLflow, Excel, LangChain",Senior,Contract,"Jessicamouth, PS",44241-67386,2023-12-04,Large,"FastAPI, PyTorch",44241.0,67386.0,55813.5,Jessicamouth,PS
163,"Contreras, Taylor and Nelson",Education,ml engineer,"NumPy, Scikit-learn, AWS, Power BI, SQL",Mid,Internship,"North Danielfort, LC",42621-93559,2025-03-16,Startup,"Scikit-learn, MLflow, BigQuery",42621.0,93559.0,68090.0,North Danielfort,LC
164,French Inc,Finance,nlp engineer,"R, Keras, NumPy, FastAPI",Entry,Remote,"East Ritaburgh, AM",75069-172405,2025-08-06,Mid,"TensorFlow, MLflow",75069.0,172405.0,123737.0,East Ritaburgh,AM
165,"Roth, Le and Hamilton",Healthcare,ai product manager,"Keras, GCP, NumPy, AWS",Mid,Full-time,"Lake Eriktown, TZ",110005-156652,2025-04-14,Large,LangChain,110005.0,156652.0,133328.5,Lake Eriktown,TZ
166,"Boyd, Gallagher and Thompson",Healthcare,computer vision engineer,"Hugging Face, Reinforcement Learning, LangChain",Senior,Internship,"Brandonton, RO",127733-156796,2025-09-16,Large,"BigQuery, MLflow, FastAPI",127733.0,156796.0,142264.5,Brandonton,RO
167,Benjamin-Nguyen,Tech,computer vision engineer,"LangChain, TensorFlow, AWS, Reinforcement Learning",Senior,Internship,"Barryborough, JM",81580-132667,2024-04-16,Startup,"TensorFlow, BigQuery",81580.0,132667.0,107123.5,Barryborough,JM
168,Coleman-Jimenez,Automotive,data analyst,"FastAPI, Reinforcement Learning, Hugging Face, GCP, R",Entry,Internship,"West Alexanderberg, MG",46318-73935,2024-10-18,Mid,TensorFlow,46318.0,73935.0,60126.5,West Alexanderberg,MG
169,Williams-Gross,Finance,data analyst,"Power BI, Excel, SQL, AWS, Azure",Entry,Full-time,"Ericport, BR",83360-173396,2024-12-11,Startup,"FastAPI, MLflow, KDB+",83360.0,173396.0,128378.0,Ericport,BR
170,Gonzalez Ltd,E-commerce,ml engineer,"FastAPI, AWS, PyTorch",Mid,Remote,"Johnsonmouth, BS",50841-149011,2025-05-02,Mid,LangChain,50841.0,149011.0,99926.0,Johnsonmouth,BS
171,Hart-Miller,E-commerce,ai product manager,"CUDA, Python, Keras",Senior,Internship,"South Gary, BN",84196-183723,2025-03-15,Startup,"FastAPI, PyTorch, TensorFlow",84196.0,183723.0,133959.5,South Gary,BN
172,Kim Inc,Tech,ai researcher,"Flask, Azure, Hugging Face, FastAPI, Excel",Mid,Contract,"West Ralphview, SL",92704-181511,2024-05-25,Mid,"PyTorch, BigQuery",92704.0,181511.0,137107.5,West Ralphview,SL
173,Horton LLC,Tech,data scientist,"TensorFlow, CUDA, Reinforcement Learning, Flask, R",Entry,Internship,"Debraview, HU",61245-133612,2024-01-31,Mid,"FastAPI, PyTorch",61245.0,133612.0,97428.5,Debraview,HU
174,Mendoza Ltd,Retail,ai product manager,"NumPy, MLflow, Python, C++, Azure",Mid,Internship,"North Michael, CU",91839-153147,2024-08-01,Large,"FastAPI, MLflow",91839.0,153147.0,122493.0,North Michael,CU
175,"Alexander, Warner and Mendez",Tech,ai product manager,"NumPy, PyTorch, C++, MLflow, TensorFlow",Entry,Contract,"Joneston, TL",65330-149814,2025-01-24,Mid,"TensorFlow, KDB+, MLflow",65330.0,149814.0,107572.0,Joneston,TL
176,Williams Ltd,Automotive,nlp engineer,"Power BI, Azure, FastAPI, LangChain, NumPy",Mid,Contract,"Port Ariel, TR",142316-210339,2025-01-21,Mid,"KDB+, BigQuery",142316.0,210339.0,176327.5,Port Ariel,TR
177,Mills Group,Finance,quant researcher,"Excel, Azure, Python, R, Hugging Face",Mid,Internship,"Johnathanmouth, HN",86369-153860,2025-04-29,Mid,"PyTorch, LangChain, MLflow",86369.0,153860.0,120114.5,Johnathanmouth,HN
178,Jordan-Graves,Healthcare,ai product manager,"Power BI, MLflow, NumPy, Pandas",Senior,Full-time,"East Jennifer, EE",123834-203953,2025-08-01,Startup,"Scikit-learn, PyTorch, LangChain",123834.0,203953.0,163893.5,East Jennifer,EE
179,Casey-Smith,Automotive,ai product manager,"LangChain, R, Hugging Face, Scikit-learn",Mid,Remote,"Romerobury, BI",86874-127959,2024-10-07,Mid,"TensorFlow, BigQuery, KDB+",86874.0,127959.0,107416.5,Romerobury,BI
180,Melton-Turner,Retail,ai researcher,"Power BI, TensorFlow, Azure, CUDA, GCP, Pandas",Entry,Internship,"West Chelseafurt, AU",91853-143054,2024-02-22,Startup,"TensorFlow, FastAPI",91853.0,143054.0,117453.5,West Chelseafurt,AU
181,Gutierrez-Hernandez,E-commerce,data analyst,"Reinforcement Learning, SQL, Scikit-learn, AWS",Senior,Remote,"Lake Thomas, MD",115282-183026,2025-05-23,Large,"KDB+, Scikit-learn, PyTorch",115282.0,183026.0,149154.0,Lake Thomas,MD
182,"Oliver, Tran and Jackson",Finance,nlp engineer,"Scikit-learn, LangChain, Hugging Face, Python",Mid,Internship,"North Briannafort, PH",100075-181375,2024-06-08,Startup,PyTorch,100075.0,181375.0,140725.0,North Briannafort,PH
183,Diaz-Hardy,Healthcare,ai researcher,"Python, NumPy, Flask, LangChain, R",Entry,Internship,"Davidstad, BY",84286-155592,2024-08-22,Startup,"BigQuery, TensorFlow",84286.0,155592.0,119939.0,Davidstad,BY
184,White-Hayes,Automotive,quant researcher,"PyTorch, Python, GCP, MLflow",Senior,Full-time,"West Derek, VU",81464-148211,2024-03-26,Large,"Scikit-learn, BigQuery",81464.0,148211.0,114837.5,West Derek,VU
185,Dominguez Ltd,Education,computer vision engineer,"Python, MLflow, Azure, TensorFlow, Power BI",Entry,Remote,"East Christopher, EE",142464-186808,2025-01-29,Mid,TensorFlow,142464.0,186808.0,164636.0,East Christopher,EE
186,"Welch, Green and Williams",E-commerce,data analyst,"NumPy, R, MLflow, C++, FastAPI",Entry,Contract,"Emmafurt, GN",121357-161420,2024-10-21,Large,BigQuery,121357.0,161420.0,141388.5,Emmafurt,GN
187,Reed LLC,Healthcare,ai researcher,"Excel, CUDA, Pandas",Mid,Full-time,"Andreside, GA",126266-151205,2024-01-20,Large,"LangChain, MLflow",126266.0,151205.0,138735.5,Andreside,GA
188,Brown and Sons,Retail,computer vision engineer,"Scikit-learn, SQL, Keras, GCP, AWS, NumPy",Mid,Remote,"New Donald, CU",43986-115213,2024-09-14,Large,KDB+,43986.0,115213.0,79599.5,New Donald,CU
189,Gutierrez Group,Automotive,data scientist,"PyTorch, SQL, Reinforcement Learning, MLflow, AWS",Entry,Internship,"New Andrea, ST",62157-96230,2024-09-29,Large,BigQuery,62157.0,96230.0,79193.5,New Andrea,ST
190,"Robinson, Stafford and Hoffman",Retail,ai product manager,"FastAPI, GCP, LangChain, MLflow",Entry,Full-time,"Palmerburgh, CF",102546-120953,2024-05-30,Large,"PyTorch, KDB+",102546.0,120953.0,111749.5,Palmerburgh,CF
191,"Wu, Browning and Ramos",Tech,data analyst,"NumPy, R, Power BI, CUDA",Mid,Internship,"North Louis, UY",79611-163781,2024-10-28,Mid,"MLflow, LangChain, FastAPI",79611.0,163781.0,121696.0,North Louis,UY
192,Jones-Curtis,Education,ai researcher,"Pandas, CUDA, PyTorch",Senior,Full-time,"North Nataliemouth, SR",142867-168105,2024-01-25,Mid,"FastAPI, BigQuery",142867.0,168105.0,155486.0,North Nataliemouth,SR
193,Lewis-Brooks,Retail,ml engineer,"Azure, Python, Hugging Face, SQL",Mid,Contract,"Owenshaven, LY",63520-101934,2024-02-11,Mid,"MLflow, KDB+",63520.0,101934.0,82727.0,Owenshaven,LY
194,"Hobbs, Lawson and Robertson",Retail,data scientist,"MLflow, PyTorch, Scikit-learn",Senior,Internship,"Port Ricardo, SR",116202-179210,2024-05-19,Large,"LangChain, KDB+",116202.0,179210.0,147706.0,Port Ricardo,SR
195,"Gonzales, Lane and Hart",Healthcare,quant researcher,"Pandas, Reinforcement Learning, FastAPI",Mid,Internship,"Kaylaland, DE",137620-173474,2023-11-04,Mid,Scikit-learn,137620.0,173474.0,155547.0,Kaylaland,DE
196,Kim PLC,Retail,nlp engineer,"TensorFlow, SQL, NumPy",Entry,Internship,"North Jamietown, KE",131485-218283,2024-12-08,Mid,"BigQuery, FastAPI",131485.0,218283.0,174884.0,North Jamietown,KE
197,"Vasquez, Fleming and Jones",Tech,ai product manager,"Flask, C++, TensorFlow, Reinforcement Learning, R",Entry,Internship,"East Melindastad, TO",117341-158797,2024-08-27,Startup,"Scikit-learn, TensorFlow, FastAPI",117341.0,158797.0,138069.0,East Melindastad,TO
198,Rice Inc,Automotive,data analyst,"LangChain, Python, SQL",Entry,Internship,"East Linda, KP",123706-167631,2024-08-15,Mid,BigQuery,123706.0,167631.0,145668.5,East Linda,KP
199,"Morris, Jensen and Hamilton",Tech,quant researcher,"Azure, Scikit-learn, Keras, R, Hugging Face",Mid,Contract,"Port Mckenzie, BO",43828-96329,2024-04-01,Mid,"BigQuery, KDB+",43828.0,96329.0,70078.5,Port Mckenzie,BO
200,Gonzalez and Sons,Education,ai product manager,"NumPy, AWS, LangChain",Entry,Full-time,"New Traceyborough, BG",130984-170051,2025-06-17,Startup,PyTorch,130984.0,170051.0,150517.5,New Traceyborough,BG
201,Robinson-Hall,E-commerce,data scientist,"C++, Scikit-learn, CUDA, LangChain",Entry,Internship,"Flowersberg, MG",125831-194965,2024-12-31,Large,"BigQuery, PyTorch",125831.0,194965.0,160398.0,Flowersberg,MG
202,Mendoza Ltd,Finance,ai product manager,"NumPy, Excel, Azure, AWS",Entry,Contract,"Chandlerville, RS",96628-121086,2024-11-07,Mid,"PyTorch, TensorFlow, FastAPI",96628.0,121086.0,108857.0,Chandlerville,RS
203,Richards-Barnes,Finance,nlp engineer,"Power BI, GCP, FastAPI, C++, Pandas, SQL",Entry,Remote,"Williamton, TM",85788-132802,2024-02-16,Large,"LangChain, KDB+, FastAPI",85788.0,132802.0,109295.0,Williamton,TM
204,Bailey-Harris,Automotive,quant researcher,"MLflow, Flask, Azure, CUDA, FastAPI",Mid,Internship,"Lake Sarah, SY",147975-247578,2025-05-12,Startup,TensorFlow,147975.0,247578.0,197776.5,Lake Sarah,SY
205,Soto and Sons,Automotive,data analyst,"Pandas, AWS, R, TensorFlow, FastAPI, MLflow",Entry,Contract,"East Johnton, HR",48226-90071,2024-12-24,Mid,BigQuery,48226.0,90071.0,69148.5,East Johnton,HR
206,Williams Ltd,Healthcare,data scientist,"Python, Power BI, PyTorch",Senior,Full-time,"Samuelhaven, BO",62447-129068,2025-01-22,Startup,MLflow,62447.0,129068.0,95757.5,Samuelhaven,BO
207,Lane-Weaver,Retail,computer vision engineer,"TensorFlow, Python, AWS, Reinforcement Learning, NumPy, CUDA",Senior,Internship,"Garciamouth, KI",110876-127413,2024-05-18,Large,TensorFlow,110876.0,127413.0,119144.5,Garciamouth,KI
208,Hernandez PLC,Education,ai product manager,"SQL, MLflow, R",Senior,Remote,"Lake Charlesmouth, CL",85915-109356,2023-10-13,Startup,Scikit-learn,85915.0,109356.0,97635.5,Lake Charlesmouth,CL
209,Ortiz-Mcfarland,Finance,ai product manager,"NumPy, Reinforcement Learning, Azure, C++, R",Entry,Full-time,"Reyesview, NR",143326-161834,2024-01-09,Large,"Scikit-learn, BigQuery, FastAPI",143326.0,161834.0,152580.0,Reyesview,NR
210,Rice-Hendricks,Healthcare,data scientist,"Power BI, Azure, SQL, C++, Hugging Face",Senior,Full-time,"East William, NZ",89991-179017,2024-01-01,Mid,"KDB+, FastAPI, PyTorch",89991.0,179017.0,134504.0,East William,NZ
